Timestamp,Date,4.5r,4.5chg,20r,20chg,50r,50chg,52wh,52wl,>4.5+,<4.5-,>10sma,<10sma,>20sma,<20sma,>50sma,<50sma,>200sma,<200sma,Total stocks,Full_Date
2026-02-04T10:00:36.971,1st Dec,150.85,-27.3,53.07,-5.15,55.47,-0.808,3.49,3.41,3.41,2.26,41.64,57.44,34.16,64.38,34.62,62.42,40.91,51.07,2608,2025-12-01
2026-02-04T10:00:36.971,28th Nov,250.0,20.13,55.54,2.44,55.21,4.29,1.9,2.48,3.1,1.24,41.8,57.35,35.21,63.4,34.51,62.5,40.95,50.91,2579,2025-11-28
2026-02-04T10:00:36.971,27th Nov,211.11,-54.35,54.34,2.15,53.15,-4.12,2.87,1.71,2.95,1.4,39.42,59.61,34.73,63.91,33.64,63.29,41.63,50.19,2580,2025-11-27
2026-02-04T10:00:36.971,26th Nov,462.5,89.2,53.19,50.45,55.44,23.47,1.63,2.25,4.31,0.932,38.99,60.19,34.29,64.47,34.64,62.49,41.83,50.1,2575,2025-11-26
2026-02-04T10:00:36.971,25th Nov,240.54,729.62,35.27,8.57,44.79,3.33,1.01,5.71,3.46,1.44,20.59,78.55,25.76,73.04,30.07,67.13,39.32,52.64,2574,2025-11-25
2026-02-04T10:00:36.971,24th Nov,29.38,-64.41,32.97,-24.17,43.84,-14.69,1.2,7.29,2.01,6.83,18.9,80.25,24.54,74.42,29.63,67.59,38.85,53.2,2592,2025-11-24
2026-02-04T10:00:36.971,21st Nov,81.36,-43.79,42.87,-23.47,50.85,-19.36,0.896,4.67,1.87,2.3,25.39,73.87,29.71,69.31,32.79,64.49,41.36,50.74,2568,2025-11-21
2026-02-04T10:00:36.971,20th Nov,144.74,28.13,56.04,-2.52,63.19,-1.14,2.88,3.46,2.14,1.48,37.06,62.16,35.58,63.49,37.68,59.63,43.75,48.38,2569,2025-11-20
2026-02-04T10:00:36.971,19th Nov,112.96,17.23,57.43,1.89,63.85,-0.838,2.07,3.55,2.38,2.1,38.97,60.21,36.17,62.98,37.92,59.39,44.08,48.13,2566,2025-11-19
2026-02-04T10:00:36.971,18th Nov,96.36,-45.74,56.42,-25.58,64.45,-11.04,2.11,3.35,2.07,2.14,38.56,60.66,35.79,63.43,38.17,59.22,44.02,48.19,2565,2025-11-18
2026-02-04T10:00:36.971,17th Nov,170.83,0.792,76.24,11.53,72.89,6.9,3.63,3.05,4.76,2.78,46.52,52.75,42.92,56.3,41.07,56.34,46.33,45.98,2586,2025-11-17
2026-02-04T10:00:36.971,14th Nov,170.37,24.81,68.06,1.08,67.65,-2.92,1.33,2.62,3.59,2.11,41.96,57.34,40.16,59.02,39.27,58.04,45.63,46.64,2562,2025-11-14
2026-02-04T10:00:36.971,13th Nov,136.51,-58.17,67.22,-6.32,69.69,-4.52,2.07,2.27,3.36,2.46,40.97,58.48,39.84,59.27,39.99,57.39,45.78,46.6,2558,2025-11-13
2026-02-04T10:00:36.971,12th Nov,326.32,167.34,71.68,31.79,72.92,11.22,2.07,1.8,4.85,1.49,42.23,57.38,41.41,57.77,41.1,56.36,46.42,45.99,2555,2025-11-12
2026-02-04T10:00:36.971,11th Nov,123.53,32.44,54.63,12.16,65.82,-0.067,1.33,4.07,3.29,2.66,31.36,68.28,35.04,64.14,38.72,58.82,44.43,48.06,2557,2025-11-11
2026-02-04T10:00:36.971,10th Nov,94.55,-33.51,49.18,1.25,66.4,0.934,2.09,4.03,4.03,4.26,28.8,70.81,32.67,66.43,38.91,58.6,44.96,47.6,2580,2025-11-10
2026-02-04T10:00:36.971,7th Nov,154.55,397.36,48.13,7.84,65.3,-0.398,1.25,4.5,3.33,2.15,26.31,73.34,32.22,66.95,38.53,59.01,45.46,47.06,2554,2025-11-07
2026-02-04T10:00:36.971,6th Nov,31.64,-75.26,44.71,-43.92,65.67,-26.61,1.57,3.76,2.19,6.93,23.54,76.26,30.63,68.51,38.58,58.75,45.24,47.32,2553,2025-11-06
2026-02-04T10:00:36.971,4th Nov,125.0,-45.97,79.67,-32.01,89.41,-15.69,1.96,1.8,2.15,1.72,35.41,64.39,43.91,55.11,45.99,51.43,49.28,43.24,2553,2025-11-04
2026-02-04T10:00:36.971,3rd Nov,201.64,44.93,117.04,18.05,106.0,9.0,3.19,1.44,4.78,2.37,47.92,51.85,53.4,45.63,50.14,47.3,50.91,41.62,2573,2025-11-03
2026-02-04T10:00:36.971,31st Oct,163.89,-22.74,99.13,-17.86,97.37,-10.12,2.24,1.18,2.32,1.41,43.75,55.85,49.25,49.69,48.04,49.33,50.08,42.3,2546,2025-10-31
2026-02-04T10:00:36.971,30th Oct,215.15,-35.08,120.75,-9.6,108.41,-1.37,2.32,0.863,2.79,1.3,53.61,45.84,54.12,44.82,50.59,46.66,50.59,41.8,2548,2025-10-30
2026-02-04T10:00:36.971,29th Oct,334.29,107.34,133.58,25.14,109.92,15.56,2.87,1.02,4.59,1.37,60.27,39.07,56.54,42.32,50.92,46.33,50.88,41.5,2547,2025-10-29
2026-02-04T10:00:36.971,28th Oct,163.27,-3.45,106.99,-3.9,95.35,-2.07,2.54,1.02,3.13,1.92,52.0,47.3,50.94,47.61,47.42,49.73,49.18,43.15,2554,2025-10-28
2026-02-04T10:00:36.971,27th Oct,144.78,17.2,110.6,1.18,96.86,0.32,2.68,1.01,3.76,2.6,56.05,43.17,51.78,46.82,47.79,49.34,49.57,42.9,2578,2025-10-27
2026-02-04T10:00:36.971,24th Oct,143.9,-22.21,109.83,-9.81,96.75,-7.96,1.45,0.587,2.31,1.6,53.03,46.07,51.54,46.93,47.75,49.35,49.16,43.18,2557,2025-10-24
2026-02-04T10:00:36.971,23rd Oct,185.0,-88.72,121.78,0.717,105.12,1.3,3.88,0.47,4.35,2.35,59.55,39.78,54.07,44.4,49.8,47.38,49.14,43.27,2554,2025-10-23
2026-02-04T10:00:36.971,21st Oct,1640.0,614.87,120.79,42.68,103.71,15.22,2.95,0.903,3.22,0.196,64.53,34.76,53.85,44.58,49.45,47.68,48.74,43.72,2546,2025-10-21
2026-02-04T10:00:36.971,20th Oct,193.55,112.28,84.76,20.65,89.97,10.76,2.91,2.29,4.66,2.41,49.42,49.81,45.11,53.22,45.96,51.09,46.82,45.61,2576,2025-10-20
2026-02-04T10:00:36.971,17th Oct,96.67,-60.96,69.89,-9.03,81.07,-10.09,2.39,1.76,2.27,2.35,42.24,56.9,40.51,57.96,43.49,53.65,46.31,46.12,2550,2025-10-17
2026-02-04T10:00:36.971,16th Oct,247.62,-4.93,76.9,22.09,90.24,9.19,1.96,1.18,4.08,1.65,47.29,51.88,42.82,55.69,46.04,51.02,47.37,45.06,2550,2025-10-16
2026-02-04T10:00:36.971,15th Oct,260.47,367.87,63.01,42.49,82.66,15.96,1.81,2.24,4.4,1.69,41.54,57.75,38.12,60.5,43.97,53.2,45.82,46.68,2547,2025-10-15
2026-02-04T10:00:36.971,14th Oct,55.67,-54.67,44.22,-28.21,71.28,-21.26,2.28,2.79,2.12,3.81,33.42,65.71,30.2,68.3,40.46,56.76,44.7,47.6,2546,2025-10-14
2026-02-04T10:00:36.971,13th Oct,115.38,-54.67,61.97,-22.66,90.75,-10.19,2.14,1.75,2.92,2.53,46.88,52.14,37.72,60.87,46.26,50.97,46.3,46.14,2566,2025-10-13
2026-02-04T10:00:36.971,10th Oct,300.0,56.64,79.7,19.67,100.89,10.32,1.61,0.905,4.13,1.38,58.64,40.38,43.72,54.86,48.8,48.37,48.17,44.27,2541,2025-10-10
