Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date
2026-02-06T08:15:17.218,EMCURE,6.51,5.92,6.7,healthcare,pharmaceuticals - indian - bulk drugs & formln,6217.41,2026-02-06
2026-02-06T08:15:17.218,ABINFRA,6.71,16.94,18.52,realty,construction,925.89,2026-02-06
2026-02-06T08:15:17.218,FIEMIND,6.71,8.5,12.39,auto,auto ancillaries,2730.54,2026-02-06
2026-02-06T08:15:17.218,AUTOAXLES,6.86,9.53,15.26,auto,auto ancillaries,862.18,2026-02-06
2026-02-06T08:15:17.218,INDIACEM,6.94,5.91,11.2,building materials,cement - south india,3502.89,2026-02-06
2026-02-06T08:15:17.218,ASIANTILES,7.41,9.57,13.86,building materials,ceramics - tiles / sanitaryware,1125.83,2026-02-06
2026-02-06T08:15:17.218,VSTTILLERS,7.49,8.32,13.82,auto,automobiles - tractors,2262.35,2026-02-06
2026-02-06T08:15:17.218,MBAPL,7.61,5.94,8.21,chemicals,fertilizers,959.88,2026-02-06
2026-02-06T08:15:17.218,CCL,7.86,11.64,13.0,fmcg,tea,7123.85,2026-02-06
2026-02-06T08:15:17.218,CANTABIL,7.86,7.07,11.34,textiles,textiles - products,663.84,2026-02-06
2026-02-06T08:15:17.218,WELSPUNLIV,8.13,11.08,27.66,textiles,textiles - products,4598.34,2026-02-06
2026-02-06T08:15:17.218,SANGAMIND,8.52,12.69,19.06,textiles,textiles - spinning - synthetic / blended,714.19,2026-02-06
2026-02-06T08:15:17.218,GRAPHITE,9.06,5.13,11.92,industrials,electrodes - graphites,4218.37,2026-02-06
2026-02-06T08:15:17.218,KTKBANK,9.27,10.79,15.26,bank,banks - private sector,7561.29,2026-02-06
2026-02-06T08:15:17.218,SMCGLOBAL,9.3,18.43,24.55,financials,finance & investments,599.0,2026-02-06
2026-02-06T08:15:17.218,CEIGALL,9.38,8.01,8.61,realty,construction,901.48,2026-02-06
2026-02-06T08:15:17.218,STYLAMIND,9.54,4.81,5.0,building materials,miscellaneous,1781.17,2026-02-06
2026-02-06T08:15:17.218,MUFIN,9.63,6.65,8.85,financials,finance & investments,907.6,2026-02-06
2026-02-06T08:15:17.218,SUPRAJIT,9.83,4.94,12.66,auto,auto ancillaries,3512.13,2026-02-06
2026-02-06T08:15:17.218,EQUITASBNK,9.9,9.42,9.42,bank,banks - private sector,7543.58,2026-02-06
2026-02-06T08:15:17.218,RICOAUTO,10.17,11.37,18.81,auto,auto ancillaries,859.48,2026-02-06
2026-02-06T08:15:17.218,APEX,10.25,22.69,42.3,fmcg,aquaculture,309.08,2026-02-06
2026-02-06T08:15:17.218,WHEELS,10.35,10.92,16.82,auto,auto ancillaries,893.56,2026-02-06
2026-02-06T08:15:17.218,PRECWIRE,10.45,7.64,14.88,metals & mining,mining / minerals / metals,1968.51,2026-02-06
2026-02-06T08:15:17.218,GAEL,10.7,10.62,13.8,fmcg,miscellaneous,2129.62,2026-02-06
2026-02-06T08:15:17.218,SHRIPISTON,10.84,17.35,22.3,auto,auto ancillaries,7526.42,2026-02-06
2026-02-06T08:15:17.218,GPIL,11.39,5.56,9.28,metals & mining,steel - medium / small,6283.69,2026-02-06
2026-02-06T08:15:17.218,KMEW,11.43,8.4,15.23,transportation,miscellaneous,1966.84,2026-02-06
2026-02-06T08:15:17.218,NGLFINE,11.84,47.14,65.54,healthcare,pharmaceuticals - indian - bulk drugs,382.37,2026-02-06
2026-02-06T08:15:17.218,GRMOVER,12.15,6.75,6.75,fmcg,food - processing - indian,951.46,2026-02-06
2026-02-06T08:15:17.218,MANGLMCEM,12.18,3.23,5.42,building materials,cement - north india,1286.49,2026-02-06
2026-02-06T08:15:17.218,CARYSIL,12.3,16.11,39.33,consumer discretionary,domestic appliances,1568.55,2026-02-06
2026-02-06T08:15:17.218,DBOL,12.43,7.52,11.52,fmcg,sugar,330.63,2026-02-06
2026-02-06T08:15:17.218,VISHNU,12.48,7.74,12.65,chemicals,chemicals,1080.95,2026-02-06
2026-02-06T08:15:17.218,CEATLTD,12.62,5.13,8.93,auto,tyres,8281.56,2026-02-06
2026-02-06T08:15:17.218,RATNAVEER,12.63,10.28,15.12,metals & mining,steel - medium / small,602.16,2026-02-06
2026-02-06T08:15:17.218,ROSSTECH,12.63,21.78,28.82,aerospace & defence,engineering,697.08,2026-02-06
2026-02-06T08:15:17.218,REPCOHOME,12.67,6.81,9.0,financials,finance - housing,1595.26,2026-02-06
2026-02-06T08:15:17.218,BHAGYANGR,12.7,10.86,13.06,power & utilities,power generation and supply,188.01,2026-02-06
2026-02-06T08:15:17.218,METROPOLIS,12.84,10.19,11.15,healthcare,healthcare,5225.94,2026-02-06
2026-02-06T08:15:17.218,EDELWEISS,13.07,4.96,12.13,financials,finance & investments,6839.61,2026-02-06
2026-02-06T08:15:17.218,GREENLAM,13.28,5.86,9.57,building materials,miscellaneous,3228.7,2026-02-06
2026-02-06T08:15:17.218,RISHABH,13.61,12.01,17.71,industrials,electric equipment,493.9,2026-02-06
2026-02-06T08:15:17.218,MIRZAINT,14.22,13.77,16.4,consumer discretionary,leather / leather products,142.92,2026-02-06
2026-02-06T08:15:17.218,RAJRATAN,14.68,13.52,18.75,metals & mining,steel - medium / small,815.5,2026-02-06
2026-02-06T08:15:17.218,GOODLUCK,14.69,7.18,14.2,metals & mining,steel - medium / small,1665.89,2026-02-06
2026-02-06T08:15:17.218,BSOFT,14.99,9.17,13.97,i.t,computers - software - medium / small,7635.2,2026-02-06
2026-02-06T08:15:17.218,GVPIL,15.14,13.83,22.24,realty,engineering - turnkey services,706.33,2026-02-06
2026-02-06T08:15:17.218,ADOR,15.83,5.51,6.76,industrials,electrodes - welding equipment,853.99,2026-02-06
2026-02-06T08:15:17.218,SABTNL,15.85,18.77,26.93,media,entertainment / electronic media software,1961.29,2026-02-06
2026-02-06T08:15:17.218,AARVI,15.94,4.6,9.54,miscellaneous,miscellaneous,50.1,2026-02-06
2026-02-06T08:15:17.218,SHREERAMA,16.56,15.56,16.97,industrials,packaging,308.1,2026-02-06
2026-02-05T23:37:31.209,UEL,0.216,18.2,27.32,power & utilities,power generation and supply,525.41,2026-02-05
2026-02-05T23:37:31.209,COASTCORP,0.283,10.22,20.59,fmcg,aquaculture,204.75,2026-02-05
2026-02-05T23:37:31.209,SBC,1.3,7.19,26.53,textiles,textiles - products,716.61,2026-02-05
2026-02-05T23:37:31.209,BAJAJCON,1.7,8.35,20.5,fmcg,personal care - indian,2943.34,2026-02-05
2026-02-05T23:37:31.209,INDSWFTLAB,2.13,15.56,17.48,healthcare,pharmaceuticals - indian - bulk drugs & formln,603.09,2026-02-05
2026-02-05T23:37:31.209,SHARDACROP,3.15,10.14,22.83,chemicals,pesticides / agrochemicals - indian,2641.27,2026-02-05
2026-02-05T23:37:31.209,JKTYRE,3.5,5.29,11.55,auto,tyres,7460.47,2026-02-05
2026-02-05T23:37:31.209,CANFINHOME,3.51,4.3,10.09,financials,finance - housing,8738.8,2026-02-05
2026-02-05T23:37:31.209,MINDACORP,3.98,6.78,12.01,auto,auto ancillaries,5003.84,2026-02-05
2026-02-05T23:37:31.209,GNA,4.07,10.3,26.0,auto,auto ancillaries,549.88,2026-02-05
2026-02-05T23:37:31.209,SJS,4.4,7.39,12.58,auto,plastics products,4499.45,2026-02-05
2026-02-05T23:37:31.209,CRAFTSMAN,4.67,9.22,16.1,auto,auto ancillaries,9589.36,2026-02-05
2026-02-05T23:37:31.209,PFOCUS,4.68,17.93,29.26,realty,miscellaneous,8140.59,2026-02-05
2026-02-05T23:37:31.209,TDPOWERSYS,4.75,6.68,22.2,industrials,electric equipment,9248.56,2026-02-05
2026-02-05T23:37:31.209,MTARTECH,4.8,12.38,25.11,aerospace & defence,engineering,7009.82,2026-02-05
2026-02-05T23:37:31.209,3MINDIA,4.97,4.22,7.25,miscellaneous,diversified - large,9983.67,2026-02-05
2026-02-05T23:37:31.209,ANURAS,5.0,7.27,8.59,chemicals,chemicals,6085.81,2026-02-05
2026-02-05T23:37:31.209,LGBBROSLTD,5.09,10.66,18.77,auto,bearings,3896.48,2026-02-05
2026-02-05T23:37:31.209,SEAMECLTD,5.19,10.42,10.42,miscellaneous,miscellaneous,871.36,2026-02-05
2026-02-05T23:37:31.209,ATALREAL,5.41,7.15,7.68,realty,construction,205.95,2026-02-05
2026-02-05T23:37:31.209,SYRMA,5.42,7.67,20.09,consumer discretionary,electronics - components,9505.45,2026-02-05
2026-02-05T23:37:31.209,RRKABEL,5.66,6.89,13.95,industrials,cables - power,6392.14,2026-02-05
2026-02-05T23:37:31.209,AETHER,5.68,9.33,11.37,chemicals,chemicals,3388.23,2026-02-05
2026-02-05T23:37:31.209,PGIL,5.79,13.28,29.36,consumer discretionary,textiles - products,3354.44,2026-02-05
2026-02-05T23:37:31.209,SENORES,6.06,2.96,7.8,healthcare,pharmaceuticals - indian - formulations,2055.14,2026-02-05
2026-02-05T23:37:31.209,DCBBANK,6.27,5.32,13.31,bank,banks - private sector,5145.03,2026-02-05
2026-02-05T23:37:31.209,RPTECH,6.29,15.02,17.92,services,trading,909.2,2026-02-05
2026-02-05T23:37:31.209,SAKAR,6.51,19.54,24.98,healthcare,pharmaceuticals - indian - bulk drugs & formln,456.0,2026-02-05
2026-02-05T23:37:31.209,EMCURE,6.51,5.92,6.7,healthcare,pharmaceuticals - indian - bulk drugs & formln,6217.41,2026-02-05
2026-02-05T23:37:31.209,ABINFRA,6.71,16.94,18.52,realty,construction,925.89,2026-02-05
2026-02-05T23:37:31.209,FIEMIND,6.71,8.5,12.39,auto,auto ancillaries,2730.54,2026-02-05
2026-02-05T23:37:31.209,AUTOAXLES,6.86,9.53,15.26,auto,auto ancillaries,862.18,2026-02-05
2026-02-05T23:37:31.209,INDIACEM,6.94,5.91,11.2,building materials,cement - south india,3502.89,2026-02-05
2026-02-05T23:37:31.209,ASIANTILES,7.41,9.57,13.86,building materials,ceramics - tiles / sanitaryware,1125.83,2026-02-05
2026-02-05T23:37:31.209,VSTTILLERS,7.49,8.32,13.82,auto,automobiles - tractors,2262.35,2026-02-05
2026-02-05T23:37:31.209,MBAPL,7.61,5.94,8.21,chemicals,fertilizers,959.88,2026-02-05
2026-02-05T23:37:31.209,CCL,7.86,11.64,13.0,fmcg,tea,7123.85,2026-02-05
2026-02-05T23:37:31.209,CANTABIL,7.86,7.07,11.34,textiles,textiles - products,663.84,2026-02-05
2026-02-05T23:37:31.209,WELSPUNLIV,8.13,11.08,27.66,textiles,textiles - products,4598.34,2026-02-05
2026-02-05T23:37:31.209,SANGAMIND,8.52,12.69,19.06,textiles,textiles - spinning - synthetic / blended,714.19,2026-02-05
2026-02-05T23:37:31.209,GRAPHITE,9.06,5.13,11.92,industrials,electrodes - graphites,4218.37,2026-02-05
2026-02-05T23:37:31.209,KTKBANK,9.27,10.79,15.26,bank,banks - private sector,7561.29,2026-02-05
2026-02-05T23:37:31.209,SMCGLOBAL,9.3,18.43,24.55,financials,finance & investments,599.0,2026-02-05
2026-02-05T23:37:31.209,CEIGALL,9.38,8.01,8.61,realty,construction,901.48,2026-02-05
2026-02-05T23:37:31.209,STYLAMIND,9.54,4.81,5.0,building materials,miscellaneous,1781.17,2026-02-05
2026-02-05T23:37:31.209,MUFIN,9.63,6.65,8.85,financials,finance & investments,907.6,2026-02-05
2026-02-05T23:37:31.209,SUPRAJIT,9.83,4.94,12.66,auto,auto ancillaries,3512.13,2026-02-05
2026-02-05T23:37:31.209,EQUITASBNK,9.9,9.42,9.42,bank,banks - private sector,7543.58,2026-02-05
2026-02-05T23:37:31.209,RICOAUTO,10.17,11.37,18.81,auto,auto ancillaries,859.48,2026-02-05
2026-02-05T23:37:31.209,APEX,10.25,22.69,42.3,fmcg,aquaculture,309.08,2026-02-05
2026-02-05T23:37:31.209,WHEELS,10.35,10.92,16.82,auto,auto ancillaries,893.56,2026-02-05
2026-02-05T23:37:31.209,PRECWIRE,10.45,7.64,14.88,metals & mining,mining / minerals / metals,1968.51,2026-02-05
2026-02-05T23:37:31.209,GAEL,10.7,10.62,13.8,fmcg,miscellaneous,2129.62,2026-02-05
2026-02-05T23:37:31.209,SHRIPISTON,10.84,17.35,22.3,auto,auto ancillaries,7526.42,2026-02-05
2026-02-05T23:37:31.209,GPIL,11.39,5.56,9.28,metals & mining,steel - medium / small,6283.69,2026-02-05
2026-02-05T23:37:31.209,KMEW,11.43,8.4,15.23,transportation,miscellaneous,1966.84,2026-02-05
2026-02-05T23:37:31.209,NGLFINE,11.84,47.14,65.54,healthcare,pharmaceuticals - indian - bulk drugs,382.37,2026-02-05
2026-02-05T23:37:31.209,GRMOVER,12.15,6.75,6.75,fmcg,food - processing - indian,951.46,2026-02-05
2026-02-05T23:37:31.209,MANGLMCEM,12.18,3.23,5.42,building materials,cement - north india,1286.49,2026-02-05
2026-02-05T23:37:31.209,CARYSIL,12.3,16.11,39.33,consumer discretionary,domestic appliances,1568.55,2026-02-05
2026-02-05T23:37:31.209,DBOL,12.43,7.52,11.52,fmcg,sugar,330.63,2026-02-05
2026-02-05T23:37:31.209,VISHNU,12.48,7.74,12.65,chemicals,chemicals,1080.95,2026-02-05
2026-02-05T23:37:31.209,CEATLTD,12.62,5.13,8.93,auto,tyres,8281.56,2026-02-05
2026-02-05T23:37:31.209,RATNAVEER,12.63,10.28,15.12,metals & mining,steel - medium / small,602.16,2026-02-05
2026-02-05T23:37:31.209,ROSSTECH,12.63,21.78,28.82,aerospace & defence,engineering,697.08,2026-02-05
2026-02-05T23:37:31.209,REPCOHOME,12.67,6.81,9.0,financials,finance - housing,1595.26,2026-02-05
2026-02-05T23:37:31.209,BHAGYANGR,12.7,10.86,13.06,power & utilities,power generation and supply,188.01,2026-02-05
2026-02-05T23:37:31.209,METROPOLIS,12.84,10.19,11.15,healthcare,healthcare,5225.94,2026-02-05
2026-02-05T23:37:31.209,EDELWEISS,13.07,4.96,12.13,financials,finance & investments,6839.61,2026-02-05
2026-02-05T23:37:31.209,GREENLAM,13.28,5.86,9.57,building materials,miscellaneous,3228.7,2026-02-05
2026-02-05T23:37:31.209,RISHABH,13.61,12.01,17.71,industrials,electric equipment,493.9,2026-02-05
2026-02-05T23:37:31.209,MIRZAINT,14.22,13.77,16.4,consumer discretionary,leather / leather products,142.92,2026-02-05
2026-02-05T23:37:31.209,RAJRATAN,14.68,13.52,18.75,metals & mining,steel - medium / small,815.5,2026-02-05
2026-02-05T23:37:31.209,GOODLUCK,14.69,7.18,14.2,metals & mining,steel - medium / small,1665.89,2026-02-05
2026-02-05T23:37:31.209,BSOFT,14.99,9.17,13.97,i.t,computers - software - medium / small,7635.2,2026-02-05
2026-02-05T23:37:31.209,GVPIL,15.14,13.83,22.24,realty,engineering - turnkey services,706.33,2026-02-05
2026-02-05T23:37:31.209,ADOR,15.83,5.51,6.76,industrials,electrodes - welding equipment,853.99,2026-02-05
2026-02-05T23:37:31.209,SABTNL,15.85,18.77,26.93,media,entertainment / electronic media software,1961.29,2026-02-05
2026-02-05T23:37:31.209,AARVI,15.94,4.6,9.54,miscellaneous,miscellaneous,50.1,2026-02-05
2026-02-05T23:37:31.209,SHREERAMA,16.56,15.56,16.97,industrials,packaging,308.1,2026-02-05
